#SampleID	anonymized_name	collection_timestamp	commonloungetime_hr	description	floor	geo_loc_name	host_life_stage	host_subject_id	hoursoutside	lastshower_day	plants	roomateids	roomates	sample_type	samplenum	sex	sheetwashfreq_week	surface	surfaceaggregated	surfacegroup	timepoint	washlast_day	windowsopenhours	sheetwashfreq_binned	last_shower_binned	hoursoutside_binned
12470.26.Door.Handle.2	26	2016	2	sample of Door Handle	5	US:IL:Chicago	Not applicable	26	6	0.67	0	NA	0	surface	264	male	8	Door.Handle	Door Handle	Hand	2	60	168			
12470.26.Door.Handle.3	26	2016	3	sample of Door Handle	5	US:IL:Chicago	Not applicable	26	8	0.13	0	NA	0	surface	471	male	8	Door.Handle	Door Handle	Hand	3	28	168			
12470.26.Door.Handle.4	26	2016	3	sample of Door Handle	5	US:IL:Chicago	Not applicable	26	10	0.5	0	NA	0	surface	629	male	10	Door.Handle	Door Handle	Hand	4	90+	168			
12470.26.Floor.2	26	2016	2	sample of Floor	5	US:IL:Chicago	Not applicable	26	6	0.67	0	NA	0	surface	263	male	8	Floor	Floor	Floor	2	60	168			
12470.26.Floor.3	26	2016	3	sample of Floor	5	US:IL:Chicago	Not applicable	26	8	0.13	0	NA	0	surface	474	male	8	Floor	Floor	Floor	3	28	168			
12470.26.Floor.4	26	2016	3	sample of Floor	5	US:IL:Chicago	Not applicable	26	10	0.5	0	NA	0	surface	628	male	10	Floor	Floor	Floor	4	90+	168			
12470.26.Hand.1	26	2016	NA	sample of Hand	5	US:IL:Chicago	adult	26	NA	NA	NA	NA	0	skin	18	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.26.Hand.2	26	2016	2	sample of Hand	5	US:IL:Chicago	adult	26	6	0.67	0	NA	0	skin	260	male	8	Hand	Hand	Hand	2	60	168	low	recent	high
12470.26.Hand.3	26	2016	3	sample of Hand	5	US:IL:Chicago	adult	26	8	0.13	0	NA	0	skin	472	male	8	Hand	Hand	Hand	3	28	168	low	recent	high
12470.26.Hand.4	26	2016	3	sample of Hand	5	US:IL:Chicago	adult	26	10	0.5	0	NA	0	skin	627	male	10	Hand	Hand	Hand	4	90+	168	low	recent	high
12470.26.Shoe.2	26	2016	2	sample of Shoe	5	US:IL:Chicago	Not applicable	26	6	0.67	0	NA	0	surface	261	male	8	Shoe	Shoe	Floor	2	60	168			
12470.26.Shoe.3	26	2016	3	sample of Shoe	5	US:IL:Chicago	Not applicable	26	8	0.13	0	NA	0	surface	470	male	8	Shoe	Shoe	Floor	3	28	168			
12470.26.Shoe.4	26	2016	3	sample of Shoe	5	US:IL:Chicago	Not applicable	26	10	0.5	0	NA	0	surface	625	male	10	Shoe	Shoe	Floor	4	90+	168			
12470.27.Hand.1	27	2016	NA	sample of Hand		US:IL:Chicago	adult	27	NA	NA	NA	22	NA	skin	15	NA	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.28.Bed.Sheet.2	28	2016	0	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	28	4	1	4	"35, 29, 36"	3	surface	137	male	3	Bed.Sheet	Bed Sheet	Hand	2	8	0			
12470.28.Bed.Sheet.3	28	2016	0	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	28	3	3	4	"35, 29, 36"	3	surface	154	male	10	Bed.Sheet	Bed Sheet	Hand	3	3	0			
12470.28.Desk.2	28	2016	0	sample of Desk	8	US:IL:Chicago	Not applicable	28	4	1	4	"35, 29, 36"	3	surface	105	male	3	Desk	Desk	Hand	2	8	0			
12470.28.Desk.3	28	2016	0	sample of Desk	8	US:IL:Chicago	Not applicable	28	3	3	4	"35, 29, 36"	3	surface	186	male	10	Desk	Desk	Hand	3	3	0			
12470.28.Door.Handle.2	28	2016	0	sample of Door Handle	8	US:IL:Chicago	Not applicable	28	4	1	4	"35, 29, 36"	3	surface	121	male	3	Door.Handle	Door Handle	Hand	2	8	0			
12470.28.Door.Handle.3	28	2016	0	sample of Door Handle	8	US:IL:Chicago	Not applicable	28	3	3	4	"35, 29, 36"	3	surface	146	male	10	Door.Handle	Door Handle	Hand	3	3	0			
12470.28.Floor.2	28	2016	0	sample of Floor	8	US:IL:Chicago	Not applicable	28	4	1	4	"35, 29, 36"	3	surface	97	male	3	Floor	Floor	Floor	2	8	0			
12470.28.Floor.3	28	2016	0	sample of Floor	8	US:IL:Chicago	Not applicable	28	3	3	4	"35, 29, 36"	3	surface	178	male	10	Floor	Floor	Floor	3	3	0			
12470.28.Hand.1	28	2016	NA	sample of Hand	8	US:IL:Chicago	adult	28	NA	NA	NA	"35, 29, 36"	3	skin	13	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.28.Hand.2	28	2016	0	sample of Hand	8	US:IL:Chicago	adult	28	4	1	4	"35, 29, 36"	3	skin	113	male	3	Hand	Hand	Hand	2	8	0	medium	recent	low
12470.28.Hand.3	28	2016	0	sample of Hand	8	US:IL:Chicago	adult	28	3	3	4	"35, 29, 36"	3	skin	170	male	10	Hand	Hand	Hand	3	3	0	low	not_recent	low
12470.28.Shoe.2	28	2016	0	sample of Shoe	8	US:IL:Chicago	Not applicable	28	4	1	4	"35, 29, 36"	3	surface	129	male	3	Shoe	Shoe	Floor	2	8	0			
12470.28.Shoe.3	28	2016	0	sample of Shoe	8	US:IL:Chicago	Not applicable	28	3	3	4	"35, 29, 36"	3	surface	162	male	10	Shoe	Shoe	Floor	3	3	0			
12470.29.Bed.Sheet.2	29	2016	0	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	29	4	0.13	0	"28,35,26"	3	surface	438	female	4	Bed.Sheet	Bed Sheet	Hand	2	21	0			
12470.29.Bed.Sheet.3	29	2016	1	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	29	8	0.38	0	"28,35,26"	3	surface	188	female	4	Bed.Sheet	Bed Sheet	Hand	3	28	0			
12470.29.Bed.Sheet.4	29	2016	0	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	29	2	0.33	0	"28,35,26"	3	surface	636	female	3.5	Bed.Sheet	Bed Sheet	Hand	4	21	0			
12470.29.Desk.2	29	2016	0	sample of Desk	8	US:IL:Chicago	Not applicable	29	4	0.13	0	"28,35,26"	3	surface	435	female	4	Desk	Desk	Hand	2	21	0			
12470.29.Desk.3	29	2016	1	sample of Desk	8	US:IL:Chicago	Not applicable	29	8	0.38	0	"28,35,26"	3	surface	180	female	4	Desk	Desk	Hand	3	28	0			
12470.29.Desk.4	29	2016	0	sample of Desk	8	US:IL:Chicago	Not applicable	29	2	0.33	0	"28,35,26"	3	surface	631	female	3.5	Desk	Desk	Hand	4	21	0			
12470.29.Door.Handle.2	29	2016	0	sample of Door Handle	8	US:IL:Chicago	Not applicable	29	4	0.13	0	"28,35,26"	3	surface	434	female	4	Door.Handle	Door Handle	Hand	2	21	0			
12470.29.Door.Handle.3	29	2016	1	sample of Door Handle	8	US:IL:Chicago	Not applicable	29	8	0.38	0	"28,35,26"	3	surface	148	female	4	Door.Handle	Door Handle	Hand	3	28	0			
12470.29.Door.Handle.4	29	2016	0	sample of Door Handle	8	US:IL:Chicago	Not applicable	29	2	0.33	0	"28,35,26"	3	surface	633	female	3.5	Door.Handle	Door Handle	Hand	4	21	0			
12470.29.Floor.2	29	2016	0	sample of Floor	8	US:IL:Chicago	Not applicable	29	4	0.13	0	"28,35,26"	3	surface	433	female	4	Floor	Floor	Floor	2	21	0			
12470.29.Floor.4	29	2016	0	sample of Floor	8	US:IL:Chicago	Not applicable	29	2	0.33	0	"28,35,26"	3	surface	632	female	3.5	Floor	Floor	Floor	4	21	0			
12470.29.Hand.1	29	2016	NA	sample of Hand	8	US:IL:Chicago	adult	29	NA	NA	NA	"28,35,26"	3	skin	14	female	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.29.Hand.2	29	2016	0	sample of Hand	8	US:IL:Chicago	adult	29	4	0.13	0	"28,35,26"	3	skin	437	female	4	Hand	Hand	Hand	2	21	0	medium	recent	low
12470.29.Hand.3	29	2016	1	sample of Hand	8	US:IL:Chicago	adult	29	8	0.38	0	"28,35,26"	3	skin	164	female	4	Hand	Hand	Hand	3	28	0	medium	recent	high
12470.29.Hand.4	29	2016	0	sample of Hand	8	US:IL:Chicago	adult	29	2	0.33	0	"28,35,26"	3	skin	635	female	3.5	Hand	Hand	Hand	4	21	0	medium	recent	low
12470.29.Shoe.2	29	2016	0	sample of Shoe	8	US:IL:Chicago	Not applicable	29	4	0.13	0	"28,35,26"	3	surface	436	female	4	Shoe	Shoe	Floor	2	21	0			
12470.29.Shoe.3	29	2016	1	sample of Shoe	8	US:IL:Chicago	Not applicable	29	8	0.38	0	"28,35,26"	3	surface	172	female	4	Shoe	Shoe	Floor	3	28	0			
12470.29.Shoe.4	29	2016	0	sample of Shoe	8	US:IL:Chicago	Not applicable	29	2	0.33	0	"28,35,26"	3	surface	634	female	3.5	Shoe	Shoe	Floor	4	21	0			
12470.3.Bed.Sheet.2	3	2016	4	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	3	24	0.38	0	NA	0	surface	481	male	5	Bed.Sheet	Bed Sheet	Hand	2	7	17.5			
12470.3.Bed.Sheet.3	3	2016	40	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	3	2	0.63	0	NA	0	surface	560	male	5	Bed.Sheet	Bed Sheet	Hand	3	21	168			
12470.3.Bed.Sheet.4	3	2016	25	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	3	6	0	0	NA	0	surface	313	male	5	Bed.Sheet	Bed Sheet	Hand	4	35	168			
12470.3.Desk.2	3	2016	4	sample of Desk	8	US:IL:Chicago	Not applicable	3	24	0.38	0	NA	0	surface	486	male	5	Desk	Desk	Hand	2	7	17.5			
12470.3.Desk.3	3	2016	40	sample of Desk	8	US:IL:Chicago	Not applicable	3	2	0.63	0	NA	0	surface	563	male	5	Desk	Desk	Hand	3	21	168			
12470.3.Desk.4	3	2016	25	sample of Desk	8	US:IL:Chicago	Not applicable	3	6	0	0	NA	0	surface	317	male	5	Desk	Desk	Hand	4	35	168			
12470.3.Door.Handle.2	3	2016	4	sample of Door Handle	8	US:IL:Chicago	Not applicable	3	24	0.38	0	NA	0	surface	483	male	5	Door.Handle	Door Handle	Hand	2	7	17.5			
12470.3.Door.Handle.3	3	2016	40	sample of Door Handle	8	US:IL:Chicago	Not applicable	3	2	0.63	0	NA	0	surface	562	male	5	Door.Handle	Door Handle	Hand	3	21	168			
12470.3.Door.Handle.4	3	2016	25	sample of Door Handle	8	US:IL:Chicago	Not applicable	3	6	0	0	NA	0	surface	314	male	5	Door.Handle	Door Handle	Hand	4	35	168			
12470.3.Floor.2	3	2016	4	sample of Floor	8	US:IL:Chicago	Not applicable	3	24	0.38	0	NA	0	surface	482	male	5	Floor	Floor	Floor	2	7	17.5			
12470.3.Floor.3	3	2016	40	sample of Floor	8	US:IL:Chicago	Not applicable	3	2	0.63	0	NA	0	surface	561	male	5	Floor	Floor	Floor	3	21	168			
12470.3.Floor.4	3	2016	25	sample of Floor	8	US:IL:Chicago	Not applicable	3	6	0	0	NA	0	surface	312	male	5	Floor	Floor	Floor	4	35	168			
12470.3.Hand.1	3	2016	NA	sample of Hand	8	US:IL:Chicago	adult	3	NA	NA	NA	NA	0	skin	52	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.3.Hand.3	3	2016	40	sample of Hand	8	US:IL:Chicago	adult	3	2	0.63	0	NA	0	skin	559	male	5	Hand	Hand	Hand	3	21	168	medium	recent	low
12470.3.Hand.4	3	2016	25	sample of Hand	8	US:IL:Chicago	adult	3	6	0	0	NA	0	skin	316	male	5	Hand	Hand	Hand	4	35	168	medium	recent	high
12470.3.Shoe.2	3	2016	4	sample of Shoe	8	US:IL:Chicago	Not applicable	3	24	0.38	0	NA	0	surface	484	male	5	Shoe	Shoe	Floor	2	7	17.5			
12470.3.Shoe.3	3	2016	40	sample of Shoe	8	US:IL:Chicago	Not applicable	3	2	0.63	0	NA	0	surface	564	male	5	Shoe	Shoe	Floor	3	21	168			
12470.3.Shoe.4	3	2016	25	sample of Shoe	8	US:IL:Chicago	Not applicable	3	6	0	0	NA	0	surface	315	male	5	Shoe	Shoe	Floor	4	35	168			
12470.30.Bed.Sheet.2	30	2016	15	sample of Bed Sheet	6	US:IL:Chicago	Not applicable	30	16	0.21	0	8	1	surface	101	female	2	Bed.Sheet	Bed Sheet	Hand	2	7	2			
12470.30.Bed.Sheet.3	30	2016	20	sample of Bed Sheet	6	US:IL:Chicago	Not applicable	30	8	1.25	0	8	1	surface	427	female	2	Bed.Sheet	Bed Sheet	Hand	3	21	3			
12470.30.Bed.Sheet.4	30	2016	24	sample of Bed Sheet	6	US:IL:Chicago	Not applicable	30	3	0.46	0	8	1	surface	641	female	5	Bed.Sheet	Bed Sheet	Hand	4	5	60			
12470.30.Desk.2	30	2016	15	sample of Desk	6	US:IL:Chicago	Not applicable	30	16	0.21	0	8	1	surface	109	female	2	Desk	Desk	Hand	2	7	2			
12470.30.Desk.3	30	2016	20	sample of Desk	6	US:IL:Chicago	Not applicable	30	8	1.25	0	8	1	surface	431	female	2	Desk	Desk	Hand	3	21	3			
12470.30.Desk.4	30	2016	24	sample of Desk	6	US:IL:Chicago	Not applicable	30	3	0.46	0	8	1	surface	637	female	5	Desk	Desk	Hand	4	5	60			
12470.30.Door.Handle.2	30	2016	15	sample of Door Handle	6	US:IL:Chicago	Not applicable	30	16	0.21	0	8	1	surface	117	female	2	Door.Handle	Door Handle	Hand	2	7	2			
12470.30.Door.Handle.4	30	2016	24	sample of Door Handle	6	US:IL:Chicago	Not applicable	30	3	0.46	0	8	1	surface	639	female	5	Door.Handle	Door Handle	Hand	4	5	60			
12470.30.Floor.2	30	2016	15	sample of Floor	6	US:IL:Chicago	Not applicable	30	16	0.21	0	8	1	surface	125	female	2	Floor	Floor	Floor	2	7	2			
12470.30.Floor.4	30	2016	24	sample of Floor	6	US:IL:Chicago	Not applicable	30	3	0.46	0	8	1	surface	638	female	5	Floor	Floor	Floor	4	5	60			
12470.30.Hand.1	30	2016	NA	sample of Hand	6	US:IL:Chicago	adult	30	NA	NA	NA	8	1	skin	8	female	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.30.Hand.2	30	2016	15	sample of Hand	6	US:IL:Chicago	adult	30	16	0.21	0	8	1	skin	141	female	2	Hand	Hand	Hand	2	7	2	high	recent	high
12470.30.Hand.3	30	2016	20	sample of Hand	6	US:IL:Chicago	adult	30	8	1.25	0	8	1	skin	428	female	2	Hand	Hand	Hand	3	21	3	high	not_recent	high
12470.30.Hand.4	30	2016	24	sample of Hand	6	US:IL:Chicago	adult	30	3	0.46	0	8	1	skin	642	female	5	Hand	Hand	Hand	4	5	60	medium	recent	low
12470.30.Shoe.2	30	2016	15	sample of Shoe	6	US:IL:Chicago	Not applicable	30	16	0.21	0	8	1	surface	133	female	2	Shoe	Shoe	Floor	2	7	2			
12470.30.Shoe.4	30	2016	24	sample of Shoe	6	US:IL:Chicago	Not applicable	30	3	0.46	0	8	1	surface	640	female	5	Shoe	Shoe	Floor	4	5	60			
12470.31.Bed.Sheet.2	31	2016	0	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	31	2	0.83	0	Outside Study	1	surface	478	female	4	Bed.Sheet	Bed Sheet	Hand	2	1	0			
12470.31.Bed.Sheet.4	31	2016	0	sample of Bed Sheet	5	US:IL:Chicago	Not applicable	31	12	0.54	0	Outside Study	1	surface	644	female	4	Bed.Sheet	Bed Sheet	Hand	4	28	19			
12470.31.Desk.2	31	2016	0	sample of Desk	5	US:IL:Chicago	Not applicable	31	2	0.83	0	Outside Study	1	surface	476	female	4	Desk	Desk	Hand	2	1	0			
12470.31.Door.Handle.2	31	2016	0	sample of Door Handle	5	US:IL:Chicago	Not applicable	31	2	0.83	0	Outside Study	1	surface	480	female	4	Door.Handle	Door Handle	Hand	2	1	0			
12470.31.Floor.2	31	2016	0	sample of Floor	5	US:IL:Chicago	Not applicable	31	2	0.83	0	Outside Study	1	surface	477	female	4	Floor	Floor	Floor	2	1	0			
12470.31.Hand.1	31	2016	NA	sample of Hand	5	US:IL:Chicago	adult	31	NA	NA	NA	Outside Study	1	skin	12	female	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.31.Hand.4	31	2016	0	sample of Hand	5	US:IL:Chicago	adult	31	12	0.54	0	Outside Study	1	skin	647	female	4	Hand	Hand	Hand	4	28	19	medium	recent	high
12470.31.Shoe.2	31	2016	0	sample of Shoe	5	US:IL:Chicago	Not applicable	31	2	0.83	0	Outside Study	1	surface	475	female	4	Shoe	Shoe	Floor	2	1	0			
12470.31.Shoe.4	31	2016	0	sample of Shoe	5	US:IL:Chicago	Not applicable	31	12	0.54	0	Outside Study	1	surface	643	female	4	Shoe	Shoe	Floor	4	28	19			
12470.32.Bed.Sheet.3	32	2016	NA	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	32	NA	NA	NA	NA	0	surface	558	male	NA	Bed.Sheet	Bed Sheet	Hand	3	NA	NA			
12470.32.Bed.Sheet.4	32	2016	10	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	32	5	0.42	0	NA	0	surface	655	male	2	Bed.Sheet	Bed Sheet	Hand	4	14	72			
12470.32.Desk.2	32	2016	3	sample of Desk	8	US:IL:Chicago	Not applicable	32	15	0.75	0	NA	0	surface	572	male	2	Desk	Desk	Hand	2	14	0			
12470.32.Desk.3	32	2016	NA	sample of Desk	8	US:IL:Chicago	Not applicable	32	NA	NA	NA	NA	0	surface	554	male	NA	Desk	Desk	Hand	3	NA	NA			
12470.32.Desk.4	32	2016	10	sample of Desk	8	US:IL:Chicago	Not applicable	32	5	0.42	0	NA	0	surface	652	male	2	Desk	Desk	Hand	4	14	72			
12470.32.Door.Handle.2	32	2016	3	sample of Door Handle	8	US:IL:Chicago	Not applicable	32	15	0.75	0	NA	0	surface	575	male	2	Door.Handle	Door Handle	Hand	2	14	0			
12470.32.Door.Handle.3	32	2016	NA	sample of Door Handle	8	US:IL:Chicago	Not applicable	32	NA	NA	NA	NA	0	surface	556	male	NA	Door.Handle	Door Handle	Hand	3	NA	NA			
12470.32.Door.Handle.4	32	2016	10	sample of Door Handle	8	US:IL:Chicago	Not applicable	32	5	0.42	0	NA	0	surface	654	male	2	Door.Handle	Door Handle	Hand	4	14	72			
12470.32.Floor.2	32	2016	3	sample of Floor	8	US:IL:Chicago	Not applicable	32	15	0.75	0	NA	0	surface	571	male	2	Floor	Floor	Floor	2	14	0			
12470.32.Floor.3	32	2016	NA	sample of Floor	8	US:IL:Chicago	Not applicable	32	NA	NA	NA	NA	0	surface	555	male	NA	Floor	Floor	Floor	3	NA	NA			
12470.32.Floor.4	32	2016	10	sample of Floor	8	US:IL:Chicago	Not applicable	32	5	0.42	0	NA	0	surface	650	male	2	Floor	Floor	Floor	4	14	72			
12470.32.Hand.1	32	2016	NA	sample of Hand	8	US:IL:Chicago	adult	32	NA	NA	NA	NA	0	skin	23	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.32.Hand.2	32	2016	3	sample of Hand	8	US:IL:Chicago	adult	32	15	0.75	0	NA	0	skin	573	male	2	Hand	Hand	Hand	2	14	0	high	recent	high
12470.32.Hand.3	32	2016	NA	sample of Hand	8	US:IL:Chicago	adult	32	NA	NA	NA	NA	0	skin	553	male	NA	Hand	Hand	Hand	3	NA	NA	NA	NA	NA
12470.32.Hand.4	32	2016	10	sample of Hand	8	US:IL:Chicago	adult	32	5	0.42	0	NA	0	skin	653	male	2	Hand	Hand	Hand	4	14	72	high	recent	low
12470.32.Shoe.2	32	2016	3	sample of Shoe	8	US:IL:Chicago	Not applicable	32	15	0.75	0	NA	0	surface	574	male	2	Shoe	Shoe	Floor	2	14	0			
12470.32.Shoe.3	32	2016	NA	sample of Shoe	8	US:IL:Chicago	Not applicable	32	NA	NA	NA	NA	0	surface	557	male	NA	Shoe	Shoe	Floor	3	NA	NA			
12470.32.Shoe.4	32	2016	10	sample of Shoe	8	US:IL:Chicago	Not applicable	32	5	0.42	0	NA	0	surface	651	male	2	Shoe	Shoe	Floor	4	14	72			
12470.33.Bed.Sheet.2	33	2016	2	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	33	2	0.27	0	NA	0	surface	392	female	1	Bed.Sheet	Bed Sheet	Hand	2	7	0			
12470.33.Desk.2	33	2016	2	sample of Desk	8	US:IL:Chicago	Not applicable	33	2	0.27	0	NA	0	surface	394	female	1	Desk	Desk	Hand	2	7	0			
12470.33.Desk.3	33	2016	1	sample of Desk	8	US:IL:Chicago	Not applicable	33	5	0.13	0	NA	0	surface	406	female	1	Desk	Desk	Hand	3	0	48			
12470.33.Door.Handle.3	33	2016	1	sample of Door Handle	8	US:IL:Chicago	Not applicable	33	5	0.13	0	NA	0	surface	404	female	1	Door.Handle	Door Handle	Hand	3	0	48			
12470.33.Floor.2	33	2016	2	sample of Floor	8	US:IL:Chicago	Not applicable	33	2	0.27	0	NA	0	surface	395	female	1	Floor	Floor	Floor	2	7	0			
12470.33.Floor.3	33	2016	1	sample of Floor	8	US:IL:Chicago	Not applicable	33	5	0.13	0	NA	0	surface	405	female	1	Floor	Floor	Floor	3	0	48			
12470.33.Hand.1	33	2016	NA	sample of Hand	8	US:IL:Chicago	adult	33	NA	NA	NA	NA	0	skin	22	female	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.33.Hand.2	33	2016	2	sample of Hand	8	US:IL:Chicago	adult	33	2	0.27	0	NA	0	skin	393	female	1	Hand	Hand	Hand	2	7	0	high	recent	low
12470.33.Hand.3	33	2016	1	sample of Hand	8	US:IL:Chicago	adult	33	5	0.13	0	NA	0	skin	408	female	1	Hand	Hand	Hand	3	0	48	high	recent	low
12470.33.Shoe.2	33	2016	2	sample of Shoe	8	US:IL:Chicago	Not applicable	33	2	0.27	0	NA	0	surface	396	female	1	Shoe	Shoe	Floor	2	7	0			
12470.33.Shoe.3	33	2016	1	sample of Shoe	8	US:IL:Chicago	Not applicable	33	5	0.13	0	NA	0	surface	407	female	1	Shoe	Shoe	Floor	3	0	48			
12470.34.Hand.1	34	2016	NA	sample of Hand		US:IL:Chicago	adult	34	NA	NA	NA	NA	NA	skin	21	NA	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.35.Bed.Sheet.2	35	2016	0	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	35	9	0.29	0	"28, 36, 29"	3	surface	527	male	0.5	Bed.Sheet	Bed Sheet	Hand	2	14	0			
12470.35.Bed.Sheet.3	35	2016	NA	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	35	NA	NA	NA	"28, 36, 29"	3	surface	519	male	NA	Bed.Sheet	Bed Sheet	Hand	3	NA	NA			
12470.35.Bed.Sheet.4	35	2016	2	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	35	18	0.04	0	"28, 36, 29"	3	surface	649	male	2	Bed.Sheet	Bed Sheet	Hand	4	7	6			
12470.35.Desk.2	35	2016	0	sample of Desk	8	US:IL:Chicago	Not applicable	35	9	0.29	0	"28, 36, 29"	3	surface	528	male	0.5	Desk	Desk	Hand	2	14	0			
12470.35.Desk.3	35	2016	NA	sample of Desk	8	US:IL:Chicago	Not applicable	35	NA	NA	NA	"28, 36, 29"	3	surface	517	male	NA	Desk	Desk	Hand	3	NA	NA			
12470.35.Desk.4	35	2016	2	sample of Desk	8	US:IL:Chicago	Not applicable	35	18	0.04	0	"28, 36, 29"	3	surface	384	male	2	Desk	Desk	Hand	4	7	6			
12470.35.Door.Handle.2	35	2016	0	sample of Door Handle	8	US:IL:Chicago	Not applicable	35	9	0.29	0	"28, 36, 29"	3	surface	524	male	0.5	Door.Handle	Door Handle	Hand	2	14	0			
12470.35.Door.Handle.3	35	2016	NA	sample of Door Handle	8	US:IL:Chicago	Not applicable	35	NA	NA	NA	"28, 36, 29"	3	surface	522	male	NA	Door.Handle	Door Handle	Hand	3	NA	NA			
12470.35.Door.Handle.4	35	2016	2	sample of Door Handle	8	US:IL:Chicago	Not applicable	35	18	0.04	0	"28, 36, 29"	3	surface	658	male	2	Door.Handle	Door Handle	Hand	4	7	6			
12470.35.Floor.2	35	2016	0	sample of Floor	8	US:IL:Chicago	Not applicable	35	9	0.29	0	"28, 36, 29"	3	surface	523	male	0.5	Floor	Floor	Floor	2	14	0			
12470.35.Floor.3	35	2016	NA	sample of Floor	8	US:IL:Chicago	Not applicable	35	NA	NA	NA	"28, 36, 29"	3	surface	518	male	NA	Floor	Floor	Floor	3	NA	NA			
12470.35.Floor.4	35	2016	2	sample of Floor	8	US:IL:Chicago	Not applicable	35	18	0.04	0	"28, 36, 29"	3	surface	659	male	2	Floor	Floor	Floor	4	7	6			
12470.35.Hand.1	35	2016	NA	sample of Hand	8	US:IL:Chicago	adult	35	NA	NA	NA	"28, 36, 29"	3	skin	19	male	NA	Hand	Hand	Hand	1	NA	NA	NA	NA	NA
12470.35.Hand.2	35	2016	0	sample of Hand	8	US:IL:Chicago	adult	35	9	0.29	0	"28, 36, 29"	3	skin	525	male	0.5	Hand	Hand	Hand	2	14	0	high	recent	high
12470.35.Hand.3	35	2016	NA	sample of Hand	8	US:IL:Chicago	adult	35	NA	NA	NA	"28, 36, 29"	3	skin	521	male	NA	Hand	Hand	Hand	3	NA	NA	NA	NA	NA
12470.35.Hand.4	35	2016	2	sample of Hand	8	US:IL:Chicago	adult	35	18	0.04	0	"28, 36, 29"	3	skin	657	male	2	Hand	Hand	Hand	4	7	6	high	recent	high
12470.35.Shoe.2	35	2016	0	sample of Shoe	8	US:IL:Chicago	Not applicable	35	9	0.29	0	"28, 36, 29"	3	surface	526	male	0.5	Shoe	Shoe	Floor	2	14	0			
12470.35.Shoe.3	35	2016	NA	sample of Shoe	8	US:IL:Chicago	Not applicable	35	NA	NA	NA	"28, 36, 29"	3	surface	520	male	NA	Shoe	Shoe	Floor	3	NA	NA			
12470.35.Shoe.4	35	2016	2	sample of Shoe	8	US:IL:Chicago	Not applicable	35	18	0.04	0	"28, 36, 29"	3	surface	656	male	2	Shoe	Shoe	Floor	4	7	6			
12470.36.Bed.Sheet.3	36	2016	1	sample of Bed Sheet	8	US:IL:Chicago	Not applicable	36	NA	3.5	0	"28, 35, 29"	3	surface	246	female	8	Bed.Sheet	Bed Sheet	Hand	3	3	0			
12470.36.Desk.3	36	2016	1	sample of Desk	8	US:IL:Chicago	Not applicable	36	NA	3.5	0	"28, 35, 29"	3	surface	243	female	8	Desk	Desk	Hand	3	3	0			
12470.36.Floor.3	36	2016	1	sample of Floor	8	US:IL:Chicago	Not applicable	36	NA	3.5	0	"28, 35, 29"	3	surface	244	female	8	Floor	Floor	Floor	3	3	0			
12470.36.Hand.3	36	2016	1	sample of Hand	8	US:IL:Chicago	adult	36	NA	3.5	0	"28, 35, 29"	3	skin	241	female	8	Hand	Hand	Hand	3	3	0	low	not_recent	NA
12470.36.Shoe.3	36	2016	1	sample of Shoe	8	US:IL:Chicago	Not applicable	36	NA	3.5	0	"28, 35, 29"	3	surface	242	female	8	Shoe	Shoe	Floor	3	3	0			
12470.37.Desk.2	37	2016	0	sample of Desk	8	US:IL:Chicago	Not applicable	37	5	0.19	0	Outside Study	1	surface	145	male	3	Desk	Desk	Hand	2	42	168			
12470.37.Desk.3	37	2016	0	sample of Desk	8	US:IL:Chicago	Not applicable	37	NA	NA	0	Outside Study	1	surface	119	male	3	Desk	Desk	Hand	3	56	168			
12470.37.Door.Handle.3	37	2016	0	sample of Door Handle	8	US:IL:Chicago	Not applicable	37	NA	NA	0	Outside Study	1	surface	111	male	3	Door.Handle	Door Handle	Hand	3	56	168			
